,number of bedrooms,number of bathrooms,living area,lot area,number of floors,waterfront present,number of views,condition of the house,grade of the house,Area of the house(excluding basement),Area of the basement,living_area_renov,lot_area_renov,Number of schools nearby,Distance from the airport,Price,Property Age,Renovation Age
13736,3,1.0,1030,6127,1.0,0,0,3,7,880,150,1610,6127,1,76,252500,69,0
13737,2,1.0,880,3200,1.0,0,0,3,7,880,0,1880,6000,3,66,415000,106,46
13738,3,2.5,1320,1780,2.0,0,0,3,7,880,440,3040,6000,3,59,221000,11,0
13739,3,2.0,1200,5029,1.0,0,0,3,6,880,320,1510,5854,3,71,420000,79,0
13740,2,1.0,880,5750,1.0,0,0,3,6,880,0,1190,5750,2,79,280000,77,0
13741,4,1.75,1760,3600,1.0,0,0,5,7,880,880,1500,5580,1,54,527950,90,0
13742,2,1.0,880,3300,1.0,0,0,4,7,880,0,1960,5500,3,77,460000,107,0
13743,2,1.0,880,5500,1.0,0,0,3,6,880,0,1080,5500,3,53,292000,112,0
13744,2,1.0,1130,5413,1.0,0,0,3,7,880,250,1250,5413,3,71,443000,77,0
13745,3,1.0,1020,5410,1.0,0,0,4,7,880,140,1580,5376,3,76,505000,88,0
13746,3,1.0,1130,7500,1.0,0,0,3,7,880,250,2190,5250,1,76,550000,69,0
13747,2,1.0,880,4558,1.0,0,0,3,7,880,0,1370,5243,3,70,415000,65,0
13748,2,1.0,1380,4390,1.0,0,0,4,8,880,500,1390,5234,1,77,450000,85,0
13749,2,1.0,880,5111,1.0,0,0,3,6,880,0,1370,5111,1,66,400000,85,0
13750,2,1.5,880,1805,2.0,0,0,3,7,880,0,880,5060,2,62,235000,17,0
13751,3,1.75,1300,2446,1.0,0,3,3,8,880,420,2440,5051,2,61,676500,55,0
13752,3,1.0,880,5375,1.0,0,0,4,5,880,0,980,4838,2,53,256000,92,0
13753,2,1.0,1460,4200,1.0,0,0,4,6,880,580,1540,4200,2,52,415000,102,0
13754,2,1.75,1760,4400,1.0,0,0,4,7,880,880,1330,4180,3,51,640000,86,0
13755,2,1.0,1500,4120,1.5,0,0,3,5,880,620,1300,4120,2,69,262000,88,0
13756,2,1.0,880,4000,1.0,0,0,3,7,880,0,1310,4000,3,60,525000,76,0
13757,2,1.0,880,4000,1.0,0,0,3,7,880,0,1150,4000,2,60,427550,76,0
13758,2,1.0,880,4000,1.0,0,0,4,6,880,0,1430,4000,3,79,199400,100,0
13759,2,1.0,1230,2726,1.5,0,0,3,7,880,350,1710,3750,1,71,575000,96,0
13760,2,1.0,1070,2196,1.0,0,0,4,7,880,190,1160,3600,2,65,346000,99,0
13761,2,1.0,1510,3360,1.0,0,0,3,7,880,630,1330,3360,3,67,525000,92,0
13762,2,1.0,880,1448,1.0,0,0,5,7,880,0,1300,3000,1,50,405000,89,0
13763,2,1.0,1050,2542,1.0,0,0,3,7,880,170,1620,1809,2,52,650000,112,0
13764,2,1.0,880,1753,2.0,0,0,4,7,880,0,1010,1748,1,67,330000,71,0
13765,2,1.5,880,1157,2.0,0,0,3,7,880,0,1070,1203,1,50,210000,9,0
13766,3,2.25,990,736,2.5,0,0,3,8,880,110,1030,1201,3,66,384000,7,0
13767,3,2.5,1300,812,2.0,0,0,3,8,880,420,1300,824,2,75,329950,8,0
13768,2,1.5,1040,83199,1.0,0,0,4,7,870,170,1760,75794,3,51,310000,51,0
13769,2,0.75,1160,15029,1.0,0,0,4,6,870,290,1870,25346,3,76,405000,79,0
13770,2,1.75,870,18537,1.0,0,0,4,6,870,0,1300,22800,1,74,199950,70,0
13771,4,1.75,1640,9299,1.5,0,0,4,7,870,770,2460,14326,2,77,522500,73,0
13772,2,1.0,870,8400,1.0,0,0,3,7,870,0,1070,12465,2,80,240000,56,0
13773,3,1.75,1310,18400,1.0,0,0,3,7,870,440,1840,10790,3,67,234500,62,0
13774,1,1.0,870,26326,1.0,0,0,3,6,870,0,1250,10608,2,71,157000,77,0
13775,2,1.0,870,11100,1.0,0,0,3,6,870,0,1370,10404,3,62,234000,76,0
13776,2,1.0,870,6537,1.0,0,0,3,6,870,0,1100,8701,2,76,170000,68,0
13777,3,1.0,870,8040,1.0,0,0,3,7,870,0,1440,8040,1,53,276000,63,0
13778,2,2.0,1440,6677,1.0,0,0,3,7,870,570,2020,7642,2,51,425000,64,0
13779,3,2.5,1690,7460,1.0,0,0,3,7,870,820,1900,7302,3,65,285000,19,0
13780,2,1.0,870,7227,1.0,0,0,3,7,870,0,1250,7252,1,65,312500,68,0
13781,4,2.0,1740,6369,1.0,0,0,5,6,870,870,1560,7200,1,68,339999,62,0
13782,3,1.5,1260,9570,1.0,0,0,3,7,870,390,1620,7000,3,68,414900,75,0
13783,2,1.0,870,6150,1.0,0,0,3,6,870,0,1120,6150,1,65,245000,75,0
13784,2,1.0,870,5750,1.0,0,0,4,7,870,0,1100,5750,3,58,406500,69,0
13785,2,1.0,870,5635,1.0,0,0,3,7,870,0,1310,5750,1,61,334850,68,0
13786,2,1.0,870,7975,1.0,0,2,3,7,870,0,1080,5722,3,52,475000,70,0
13787,2,1.0,870,7500,1.0,0,0,3,7,870,0,1240,5709,2,70,379950,69,0
13788,2,1.0,870,5700,1.0,0,0,4,6,870,0,1020,5700,1,56,150000,59,0
13789,3,2.0,1580,5289,1.0,0,0,3,7,870,710,1310,5535,3,78,563000,76,0
13790,2,1.0,870,5400,1.0,0,0,3,6,870,0,990,5200,3,69,310000,66,9
13791,3,1.0,870,5200,1.0,0,0,5,6,870,0,870,5200,2,73,183000,47,0
13792,3,1.0,870,5330,1.0,0,0,3,6,870,0,840,5200,3,71,180000,47,2
13793,4,1.75,1740,4816,1.0,0,0,5,7,870,870,1210,5074,2,74,554950,74,0
13794,4,2.0,1780,5043,1.0,0,0,3,7,870,910,1350,5044,3,67,305000,23,0
13795,2,1.0,1380,5000,1.0,0,0,3,7,870,510,1450,5000,3,60,268000,73,0
13796,2,1.0,870,5000,1.0,0,0,3,6,870,0,820,5000,3,76,235000,67,0
13797,2,1.5,870,4800,1.0,0,0,3,7,870,0,2090,4800,2,58,595000,92,0
13798,4,1.75,1320,4800,1.0,0,0,4,7,870,450,940,4800,3,64,399700,86,0
13799,3,2.0,1500,2506,1.0,0,0,3,7,870,630,1500,4662,2,73,395000,13,0
13800,2,1.0,870,4600,1.0,0,0,4,7,870,0,930,4600,1,60,357000,74,0
13801,3,1.75,1480,1448,1.0,0,0,3,7,870,610,1350,4500,3,50,402300,90,0
13802,2,1.0,870,5340,1.5,0,0,2,6,870,0,1190,4440,2,50,271310,110,0
13803,3,1.0,1170,4400,1.0,0,0,3,7,870,300,1240,4400,1,64,470000,65,0
13804,3,1.0,1040,4480,1.0,0,0,3,7,870,170,1730,4200,1,60,642000,92,0
13805,4,1.75,1690,4080,1.0,0,0,4,7,870,820,1320,4080,2,74,385000,32,0
13806,3,1.75,1400,4000,1.0,0,0,3,7,870,530,1400,4000,1,74,510250,65,0
13807,3,1.75,1120,4000,1.0,0,0,4,7,870,250,1470,4000,2,62,445000,100,0
13808,2,1.0,870,4000,1.0,0,2,3,7,870,0,1690,4000,2,67,435000,66,0
13809,3,1.75,1680,2400,1.0,0,0,5,7,870,810,1440,3600,1,50,591000,94,0
13810,3,1.75,1320,2500,1.0,0,0,3,7,870,450,1580,2750,1,65,530000,98,0
13811,2,1.0,870,3121,1.0,0,0,4,7,870,0,1570,1777,1,60,395000,93,0
13812,2,2.5,1230,1391,2.0,0,0,3,8,870,360,1240,1350,2,55,490000,12,0
13813,2,2.5,1350,944,2.0,0,0,3,9,870,480,1440,1350,1,67,439000,12,0
13814,3,2.25,2206,82031,1.0,0,2,3,6,866,1340,2590,53024,2,63,780000,33,0
13815,3,1.0,860,33664,1.0,0,0,4,6,860,0,1290,18287,2,78,199129,61,0
13816,3,1.0,860,9403,1.0,0,0,4,6,860,0,2136,13009,2,71,399000,74,26
13817,3,1.0,860,10426,1.0,0,0,3,6,860,0,1140,11250,3,60,82000,62,0
13818,2,1.0,860,8250,1.0,0,0,3,7,860,0,1780,11200,1,52,345000,76,0
13819,3,1.75,1390,10905,1.0,0,0,3,6,860,530,1390,10839,1,50,270000,59,0
13820,3,1.75,1720,10710,1.0,0,0,3,7,860,860,1480,10359,2,52,340000,59,0
13821,3,1.0,860,11900,1.0,0,0,4,6,860,0,1660,10248,1,60,160000,53,0
13822,3,1.0,1720,9605,1.0,0,0,3,7,860,860,1720,9998,3,62,280000,47,0
13823,2,1.0,860,9000,1.0,0,0,4,6,860,0,990,9975,1,70,216000,74,0
13824,2,1.0,860,10400,1.0,0,0,4,6,860,0,1390,9086,2,70,195000,33,0
13825,4,1.75,1720,8750,1.0,0,0,3,7,860,860,1790,8750,3,78,385000,45,0
13826,2,1.0,860,8511,1.0,0,0,3,7,860,0,1554,8499,1,50,353000,67,0
13827,2,1.0,860,8308,1.0,0,0,4,7,860,0,1310,8308,1,76,330000,68,0
13828,2,1.0,860,8308,1.0,0,0,3,7,860,0,1200,8308,3,71,315000,68,0
13829,2,1.0,860,8189,1.0,0,0,3,6,860,0,1180,8189,3,63,298800,68,0
13830,3,1.75,1720,4160,1.0,0,0,5,6,860,860,1440,8106,1,80,420000,76,0
13831,3,1.0,1000,7800,1.0,0,0,4,6,860,140,1700,7800,1,68,400000,86,0
13832,3,1.75,1120,7740,1.0,0,0,4,6,860,260,1240,7740,3,77,355000,68,0
13833,3,1.0,1350,7740,1.0,0,0,4,6,860,490,1130,7740,2,64,353000,69,0
13834,3,1.0,860,7632,1.0,0,0,3,6,860,0,890,7632,2,67,278000,96,0
13835,2,1.0,860,12160,1.0,0,0,4,6,860,0,1010,7611,2,67,310000,95,0
13836,3,2.75,1300,14197,1.0,0,0,3,7,860,440,1550,7596,2,58,245000,20,0
13837,3,1.0,860,7030,1.0,0,0,3,7,860,0,1360,7500,1,74,350000,43,0
13838,2,1.0,860,7204,1.0,0,0,3,7,860,0,1200,7500,2,63,284000,98,0
13839,3,1.0,860,7467,1.0,0,0,3,6,860,0,1280,7467,1,61,205000,72,0
13840,2,1.5,1650,7311,1.0,0,0,3,7,860,790,1660,7255,1,56,364000,38,0
13841,2,1.0,860,7250,1.0,0,0,3,6,860,0,1270,7250,2,73,305000,67,0
13842,4,2.0,1720,7210,1.0,0,0,3,7,860,860,1250,7210,1,65,350000,45,0
13843,3,1.0,860,7740,1.0,0,0,3,6,860,0,980,7200,3,54,207000,56,0
13844,2,1.0,860,7102,1.0,0,0,3,6,860,0,1450,7102,1,65,340000,69,0
13845,2,2.0,1150,6634,1.0,0,0,3,7,860,290,1680,6892,3,67,445000,76,0
13846,2,1.0,860,6120,1.0,0,0,3,7,860,0,1100,6860,1,60,245000,68,0
13847,3,1.0,860,6664,1.0,0,0,3,6,860,0,1150,6857,3,69,219900,72,0
13848,2,1.75,1160,6828,1.0,0,0,3,7,860,300,1250,6828,1,66,458500,75,0
13849,2,1.0,860,6800,1.0,0,0,3,6,860,0,1220,6800,2,68,227000,73,0
13850,2,1.75,1360,8100,1.0,0,0,3,7,860,500,1830,6766,3,72,300000,41,0
13851,2,1.0,860,6600,1.0,0,0,5,6,860,0,1030,6732,1,73,200000,67,0
13852,4,2.0,1720,6413,1.0,0,0,4,7,860,860,1280,6413,1,58,537000,66,0
13853,3,1.0,860,6380,1.5,0,0,4,7,860,0,1250,6380,3,58,397000,89,0
13854,2,1.0,860,6050,1.0,0,0,3,7,860,0,1130,6050,2,77,370000,64,0
13855,4,2.0,1650,5974,1.0,0,0,5,7,860,790,1940,6001,1,55,251000,44,0
13856,2,1.0,1160,6000,1.0,0,0,4,7,860,300,1330,6000,3,70,468000,74,0
13857,2,1.0,860,5800,1.0,0,0,5,5,860,0,900,6000,1,66,222900,74,0
13858,2,1.0,860,5000,1.0,0,0,3,7,860,0,1130,6000,2,74,199988,67,0
13859,3,1.0,1510,6083,1.0,0,0,4,6,860,650,1510,5712,1,54,415000,76,0
13860,3,1.0,1510,6083,1.0,0,0,4,6,860,650,1510,5712,2,73,313950,76,0
13861,4,2.0,1720,6099,1.0,0,0,4,7,860,860,1100,5671,1,66,525000,67,0
13862,4,2.0,1720,5472,1.0,0,0,3,6,860,860,1720,5670,3,58,275000,93,0
13863,3,1.75,1550,4708,1.0,0,0,4,7,860,690,1880,5600,1,51,460000,67,0
13864,2,1.0,860,5400,1.0,0,0,4,5,860,0,960,5400,2,68,187000,63,0
13865,2,1.0,860,5160,1.0,0,0,4,7,860,0,1090,5356,2,79,390000,107,0
13866,2,1.0,860,3874,1.0,0,0,4,6,860,0,1400,5106,2,67,290300,85,0
13867,3,1.0,860,5060,1.5,0,0,3,7,860,0,880,5060,2,69,320000,89,0
13868,2,1.0,860,5040,1.0,0,0,3,7,860,0,1570,5040,3,54,370000,60,0
13869,4,3.0,1550,3350,1.0,0,0,3,7,860,690,1310,5000,3,66,623500,98,2
13870,2,1.75,1220,5000,1.0,0,0,5,7,860,360,1120,5000,2,52,253000,95,0
13871,4,1.75,1620,4980,1.0,0,0,4,7,860,760,1400,4980,1,52,385000,69,0
13872,2,1.75,860,5535,1.0,0,0,3,7,860,0,1420,4960,3,73,442000,68,0
13873,4,1.0,1120,2685,1.0,0,0,3,5,860,260,1120,4838,2,62,100000,77,0
13874,3,1.75,1510,4800,1.0,0,2,3,7,860,650,1510,4800,2,64,465000,91,5
13875,1,1.0,860,4800,1.0,0,0,3,6,860,0,1380,4800,2,64,330000,109,0
13876,4,1.75,1280,6060,1.0,0,0,3,7,860,420,1490,4680,1,53,575000,90,0
13877,4,2.25,1720,2300,1.0,0,0,3,7,860,860,1720,4680,2,53,555000,76,2
13878,3,1.75,1380,3561,1.0,0,0,4,7,860,520,1820,4593,2,73,535000,91,0
13879,3,1.75,1720,4050,1.0,0,0,5,7,860,860,1720,4410,2,79,575000,110,0
13880,2,1.0,860,3300,1.0,0,0,5,6,860,0,1380,4400,3,53,311000,113,0
13881,2,1.5,1240,3873,1.0,0,0,4,6,860,380,1240,4336,2,80,412000,107,0
13882,2,1.0,860,3880,1.0,0,0,4,6,860,0,1230,4260,1,51,420000,100,0
13883,3,1.0,1040,4240,1.0,0,0,4,7,860,180,1170,4240,1,54,626000,92,0
13884,3,0.75,1420,3060,1.0,0,0,4,7,860,560,1350,4000,2,59,355000,93,0
13885,2,1.0,860,2599,1.0,0,0,4,6,860,0,1300,3900,2,80,405000,115,0
13886,2,1.0,1490,3825,1.0,0,0,3,7,860,630,1460,3825,2,61,475000,87,0
13887,2,1.0,1060,3040,1.0,0,0,3,7,860,200,1470,3814,1,78,480000,92,0
13888,3,2.0,1480,3876,1.0,0,0,5,7,860,620,1660,3774,3,74,663000,88,0
13889,2,1.0,1210,3090,1.0,0,0,3,6,860,350,1210,3348,3,80,366000,90,0
13890,2,1.0,860,1800,1.0,0,0,3,7,860,0,2160,3120,3,60,390000,107,0
13891,2,1.5,1010,1309,2.0,0,0,3,7,860,150,1190,3060,1,68,289000,9,0
13892,3,1.5,1360,6000,1.0,0,0,3,6,860,500,1560,3000,1,57,360000,105,0
13893,2,2.25,860,696,2.0,0,0,3,9,860,0,1100,3000,3,68,345000,7,0
13894,2,1.0,980,2130,1.0,0,0,4,6,860,120,980,2800,2,51,400000,98,0
13895,2,1.25,860,1277,2.0,0,0,3,7,860,0,1280,1265,2,52,321950,9,0
13896,2,1.0,850,54000,1.5,0,0,1,4,850,0,1550,14440,1,80,150000,66,0
13897,4,2.0,1700,8043,1.0,0,0,3,7,850,850,1540,13260,2,78,161000,62,0
13898,2,1.0,1280,12086,1.0,0,0,3,7,850,430,1280,10452,2,67,440000,33,0
13899,1,1.0,850,6567,1.0,0,0,4,6,850,0,2160,9794,2,78,440000,76,0
13900,4,2.0,1700,8640,1.0,0,0,3,7,850,850,1620,9000,1,56,500000,61,6
13901,4,1.75,1700,8640,1.0,0,0,3,7,850,850,1620,9000,3,53,378500,61,0
13902,3,2.25,1700,8800,1.0,0,0,5,7,850,850,2180,8960,2,75,565000,47,0
13903,3,1.75,1700,8360,1.0,0,0,4,7,850,850,1520,8360,2,62,455000,61,0
13904,3,1.0,850,6906,1.0,0,0,3,6,850,0,1150,6907,1,66,325000,68,0
13905,2,1.0,850,6800,1.0,0,0,3,7,850,0,870,6800,1,76,290000,68,0
13906,2,1.0,1310,7697,1.0,0,0,3,6,850,460,1270,6410,1,74,187300,66,0
13907,4,2.5,1700,6380,1.0,0,0,4,7,850,850,1380,6380,1,58,435000,76,0
13908,4,2.0,1660,6150,1.0,0,0,3,6,850,810,1110,6250,1,64,452000,71,0
13909,2,1.0,850,6174,1.0,0,0,4,7,850,0,1100,6174,1,60,308500,66,0
13910,2,2.0,1700,3171,1.0,0,0,5,5,850,850,1380,5906,1,53,189000,89,0
13911,2,1.0,1140,5720,1.0,0,0,3,7,850,290,1410,5832,2,62,455000,69,0
13912,2,1.75,1460,4800,1.0,0,0,5,7,850,610,2050,5592,2,51,540000,66,0
13913,2,1.0,1620,9205,1.0,0,0,5,6,850,770,2460,5469,1,50,350000,95,0
13914,3,1.5,1050,4590,1.0,0,0,3,7,850,200,1770,5400,1,76,438924,67,0
13915,2,1.0,850,5250,1.0,0,0,4,7,850,0,1440,5250,1,65,294000,66,0
13916,2,1.0,850,5225,1.0,0,0,3,7,850,0,1230,5225,1,66,354000,67,0
13917,1,1.0,850,8050,1.0,0,0,2,6,850,0,1590,5180,1,56,165000,110,0
13918,2,1.75,1700,5000,1.0,0,0,3,6,850,850,1690,5000,1,56,511718,101,0
13919,3,1.5,850,2500,1.0,0,0,3,7,850,0,850,5000,3,61,295000,30,0
13920,2,1.0,1450,4750,1.0,0,0,3,7,850,600,1190,5000,2,56,210000,66,0
13921,2,2.0,1040,4750,1.0,0,0,2,6,850,190,1350,5000,3,78,160000,66,0
13922,2,1.0,1250,3825,1.0,0,0,3,7,850,400,1370,4998,1,61,459500,87,0
13923,3,1.0,1020,4980,1.0,0,0,4,7,850,170,970,4980,3,72,350000,75,0
13924,4,2.75,1540,4840,1.0,0,2,4,7,850,690,1180,4840,3,72,450000,87,0
13925,2,1.75,1760,4600,1.0,0,0,4,7,850,910,1150,4800,2,68,355000,90,0
13926,2,1.0,1330,5510,1.0,0,0,3,6,850,480,1200,4150,2,57,417500,106,0
13927,2,1.0,850,3276,1.0,0,0,3,6,850,0,1460,4100,3,77,389000,106,0
13928,2,1.0,850,2850,1.0,0,0,4,7,850,0,1450,4015,2,77,489000,89,0
13929,2,1.75,1600,4000,1.0,0,0,5,7,850,750,1860,4000,3,71,690000,98,0
13930,2,1.0,950,4500,1.0,0,2,3,7,850,100,1670,4000,3,61,500000,90,0
13931,2,1.0,850,2340,1.0,0,0,3,7,850,0,1300,3000,1,58,553500,94,0
13932,2,1.0,850,3827,1.0,0,0,5,6,850,0,1630,3000,2,58,447000,92,0
13933,2,1.0,1050,2570,1.0,0,0,5,7,850,200,1080,2800,3,53,430000,89,0
13934,3,2.0,1300,1920,2.0,0,0,3,8,850,450,1300,1344,1,68,270000,10,0
13935,2,2.25,850,1656,2.0,0,0,3,8,850,0,850,1312,3,69,233000,15,0
13936,2,1.5,950,676,2.0,0,0,3,7,850,100,950,1280,1,61,304000,13,0
13937,3,2.25,1140,977,2.0,0,0,3,7,850,290,1140,976,3,60,268500,8,0
13938,2,0.75,840,40642,1.0,1,4,4,6,840,0,1850,64069,2,54,528000,79,0
13939,2,1.0,1640,17335,1.0,0,0,3,7,840,800,2440,17850,3,66,379500,38,0
13940,3,1.5,1140,20383,1.0,0,0,3,7,840,300,1200,15625,2,70,319900,31,0
13941,4,1.75,1680,15084,1.0,0,0,4,7,840,840,1800,15092,3,69,340000,37,0
13942,3,1.0,840,5700,1.0,0,0,4,5,840,0,1430,12600,2,52,180000,71,0
13943,2,1.0,840,12252,1.0,0,0,3,6,840,0,1010,11876,3,53,190000,22,0
13944,2,1.0,840,7425,1.0,0,0,4,6,840,0,1300,11674,1,59,218450,64,0
13945,2,0.75,840,49658,1.0,0,0,2,6,840,0,1240,11000,3,79,210000,68,0
13946,3,1.75,1390,8700,1.0,0,3,4,7,840,550,1390,10875,2,63,280950,104,0
13947,2,1.0,840,7414,1.0,0,0,4,6,840,0,1740,9784,2,59,360000,88,0
13948,3,1.0,840,8400,1.0,0,0,3,6,840,0,840,9450,2,54,105000,57,0
13949,3,1.0,840,9480,1.0,0,0,3,6,840,0,840,9420,3,72,86500,56,0
13950,3,1.0,840,12091,1.0,0,0,3,6,840,0,840,9324,1,65,96500,57,0
13951,2,1.0,840,11600,1.0,0,0,3,6,840,0,1610,9120,1,77,187000,64,0
13952,3,1.0,840,8400,1.0,0,0,3,6,840,0,1030,8640,1,68,187500,57,0
13953,1,0.75,840,7203,1.5,0,0,3,6,840,0,1560,8603,2,62,124000,67,0
13954,2,1.0,840,10465,1.0,0,0,3,6,840,0,1320,8515,2,75,295000,65,0
13955,2,1.0,1440,8842,1.0,0,0,3,7,840,600,1650,8461,1,62,335000,66,0
13956,3,1.0,840,8470,1.0,0,0,4,6,840,0,840,8450,1,78,169950,55,0
13957,2,1.0,840,8100,1.0,0,0,4,7,840,0,1100,8220,2,54,401000,68,0
13958,2,1.0,840,7870,1.0,0,0,3,6,840,0,1442,8131,1,57,251000,67,0
13959,2,2.0,840,14564,1.5,0,0,5,6,840,0,1430,7920,1,79,308500,74,0
13960,3,1.75,1260,7500,1.0,0,0,3,6,840,420,1340,7500,3,80,270000,69,0
13961,3,1.0,840,4495,1.0,0,0,3,6,840,0,1260,7434,2,63,151100,95,0
13962,2,1.0,840,7200,1.0,0,0,4,5,840,0,1030,7200,1,51,202000,109,0
13963,2,1.0,840,12750,1.0,0,0,3,6,840,0,1480,6969,3,53,150000,91,0
13964,2,1.0,840,6720,1.0,0,0,3,7,840,0,1250,6720,2,66,355000,64,0
13965,2,1.0,840,6654,1.0,0,0,3,7,840,0,1350,5831,3,55,130000,65,0
13966,2,1.0,840,5510,1.0,0,0,3,7,840,0,1630,5510,2,79,400000,61,0
13967,2,1.0,840,5400,1.0,0,0,4,7,840,0,1340,5400,2,71,389100,68,0
13968,3,1.0,840,6500,1.0,0,0,5,6,840,0,870,5200,3,58,178000,47,0
13969,3,1.0,1100,5132,1.0,0,0,3,6,840,260,1280,5132,1,80,280000,68,0
13970,2,1.75,1480,5120,1.0,0,0,4,6,840,640,1090,5120,3,55,483945,65,0
13971,2,1.0,840,5087,1.0,0,0,3,7,840,0,1590,5087,1,73,315000,91,0
13972,3,2.5,1450,5008,1.0,0,0,3,7,840,610,2120,5019,3,78,330000,9,0
13973,2,1.0,840,5000,1.0,0,0,4,7,840,0,1240,5000,3,61,457500,108,0
13974,2,1.0,840,4200,1.0,0,0,3,5,840,0,830,5000,1,65,208417,78,0
13975,2,1.0,840,3522,1.0,0,0,3,6,840,0,1390,4800,3,69,405100,69,0
13976,2,2.0,1640,3021,1.0,0,2,3,7,840,800,1780,4500,3,64,540000,57,0
13977,3,1.0,990,4250,1.0,0,0,4,7,840,150,990,4500,3,50,399000,92,0
13978,2,1.0,840,4239,1.0,0,0,3,7,840,0,1120,4494,3,73,325000,68,0
13979,2,1.75,1640,4080,1.0,0,0,3,7,840,800,1980,4080,1,77,527000,95,0
13980,1,1.0,1180,4000,1.5,0,2,4,8,840,340,1420,4000,2,64,713000,106,0
13981,2,1.0,840,3400,1.0,0,2,4,7,840,0,2000,4000,3,62,530000,92,0
13982,3,1.75,1680,2552,1.0,0,0,4,7,840,840,1220,3880,1,56,480000,64,0
13983,2,1.0,840,10800,1.0,0,0,4,6,840,0,1390,3860,2,50,361500,107,0
13984,2,1.0,840,3844,1.0,0,0,4,6,840,0,1040,3844,2,59,290000,97,0
13985,2,1.0,840,3840,1.0,0,0,4,7,840,0,1310,3840,1,56,445000,90,0
13986,3,1.75,1680,3000,1.0,0,2,4,6,840,840,1540,3700,2,53,425000,116,0
13987,4,2.0,1680,2600,1.0,0,0,5,7,840,840,1680,3340,1,66,555000,101,0
13988,3,2.0,1400,2445,1.0,0,0,3,7,840,560,1400,3200,2,54,373000,14,0
13989,2,1.0,1090,3160,1.0,0,0,3,7,840,250,1070,3160,1,79,474000,90,0
13990,3,1.5,1170,1174,2.0,0,0,3,7,840,330,1170,2537,1,71,275000,9,0
13991,3,1.5,990,1343,2.0,0,0,3,8,840,150,1350,2521,2,62,490000,9,0
13992,2,2.25,1180,1253,2.0,0,0,3,8,840,340,1310,1963,2,67,419000,8,0
13993,4,2.0,1790,2250,1.0,0,2,4,7,840,950,1440,1545,1,56,475000,107,0
13994,2,1.5,840,867,2.0,0,0,3,7,840,0,840,1322,3,78,270000,11,0
13995,2,1.5,980,1296,2.0,0,0,3,7,840,140,1100,1228,1,78,260000,15,0
13996,2,1.5,1000,1075,2.0,0,0,3,7,840,160,1000,1083,2,61,303000,9,0
13997,2,1.0,840,892,2.0,0,0,3,7,840,0,1030,1007,2,56,306500,10,0
13998,3,2.5,1260,972,2.0,0,0,3,8,840,420,1270,925,3,76,353500,8,0
13999,2,1.0,833,143947,1.0,0,0,3,5,833,0,1380,143947,2,79,517534,10,0
14000,2,1.0,830,26329,1.0,1,3,4,6,830,0,2030,27338,2,80,385000,88,0
14001,3,2.0,1660,8174,1.0,0,0,3,7,830,830,1610,9318,1,69,405000,35,0
14002,4,2.5,1600,6765,1.0,0,0,3,7,830,770,1600,8942,3,78,329000,69,5
14003,2,1.0,830,8183,1.0,0,0,5,6,830,0,1180,8184,3,75,327500,66,0
14004,2,1.0,830,8000,1.0,0,0,3,6,830,0,1300,8000,3,57,200000,62,0
14005,2,1.0,1630,7680,1.0,0,0,3,7,830,800,1250,7740,2,63,426000,69,0
14006,2,1.0,830,9000,1.0,0,0,3,6,830,0,1160,7680,2,79,235000,77,0
14007,2,1.0,830,9000,1.0,0,0,3,6,830,0,1160,7680,2,75,85000,77,0
14008,2,1.0,830,7609,1.0,0,0,3,6,830,0,1170,7609,3,74,135000,73,0
14009,3,1.0,980,7480,1.0,0,0,3,6,830,150,1140,7480,3,75,280000,68,0
14010,2,1.0,1190,7408,1.0,0,0,3,6,830,360,1140,7408,2,70,229000,75,0
14011,2,1.0,1070,6625,1.0,0,0,3,7,830,240,1310,6625,2,77,425000,66,0
14012,3,2.0,1420,6060,1.0,0,0,5,7,830,590,1420,6360,2,54,340000,74,0
14013,3,2.0,1550,6039,1.0,0,0,5,7,830,720,1330,6042,3,57,430000,74,0
14014,2,1.0,830,6017,1.0,0,0,4,6,830,0,1340,6040,2,63,282613,62,0
14015,2,1.0,830,6030,1.0,0,0,4,6,830,0,1280,6030,3,77,425000,91,0
14016,4,1.75,1660,6200,1.0,0,0,4,6,830,830,1780,5968,2,55,320000,68,0
14017,3,1.75,1660,6250,1.0,0,0,3,7,830,830,1660,5750,2,56,410000,36,0
14018,2,1.5,1660,4680,1.0,0,0,5,6,830,830,1930,5400,2,79,368000,108,0
14019,2,1.0,830,4500,1.0,0,0,3,6,830,0,1092,5350,3,65,160000,96,0
14020,2,1.0,830,5720,1.0,0,0,4,6,830,0,1150,5250,3,62,225000,66,0
14021,2,1.75,1550,4257,1.0,0,3,3,7,830,720,1920,5100,3,60,415000,63,0
14022,2,1.0,830,5100,1.0,0,0,4,7,830,0,1220,5100,3,79,350000,74,0
14023,3,1.75,1620,4200,1.0,0,0,5,7,830,790,1580,5000,2,50,500000,71,0
14024,2,1.0,830,6000,1.0,0,0,3,6,830,0,830,4960,2,64,210000,76,0
14025,2,1.5,830,1333,2.0,0,0,3,7,830,0,1120,4822,2,52,301500,11,0
14026,2,1.0,980,4120,1.0,0,0,3,7,830,150,1760,4120,3,65,535000,66,2
14027,3,1.75,1550,4057,1.0,0,0,3,6,830,720,1100,4116,1,56,294010,71,0
14028,2,1.0,830,4045,1.0,0,0,3,6,830,0,1100,4116,1,54,150000,73,0
